id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy",,,,,,,
PHASE_4_6919,,,,,9,2018 Tesla Model 3 Long Range,,,,,,,,,,,,,,,,2,,1,,,,,,,
PHASE_4_6921,2018/12/12 20:07:45,12/2018,12,2018,44,2017 Ford Focus Electric,,,,,225000,2.78,1,1,4,,,7.3,2,55,1,3,5700,1,,,,,,,
PHASE_4_6922,2018/12/12 20:21:26,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,,1.19,1,1,3,,,31.41,5,55,0,5,20216.30769,,,,,,,,
PHASE_4_6923,,,,,12,2018 Mitsubishi Outlander PHEV,,,,,,,,,,,,,4,35,0,3,,,,,,,,,
PHASE_4_6924,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6925,2018/12/12 20:13:04,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,275000,2.88,1,1,3,,,0.01,5,35,0,5,5700,1,,,,,,,
PHASE_4_6926,,,,,26,2018 Kia Soul Electric,,,,,,,,,,,,25.21,4,45,0,2,,1,,,,,,,
PHASE_4_6927,,,,,34,2017 Toyota Prius Prime,,,,,,,,,,,,4.55,1,75,0,1,,,,,,,,,
PHASE_4_6928,2018/12/12 20:36:03,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,125000,2.71,1,1,3,,,,2,55,0,2,11794.8,1,,,,,,,
PHASE_4_6929,,,,,25,2017 Chevrolet Bolt EV,,,,,,,,,,,,13.91,2,65,1,2,,1,,,,,,,
PHASE_4_6930,,,,,17,2018 Tesla Model 3 Long Range,,,,,,,,,,,,,2,35,0,2,,1,,,,,,,
PHASE_4_6931,2018/12/12 19:51:16,12/2018,12,2018,44,2017 Chevrolet Volt,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6932,2018/12/12 20:10:13,12/2018,12,2018,44,2017 Tesla Model 3 Long Range,,,,,225000,2.95,0,1,3,,,5.59,2,35,0,2,19384.61538,1,,,,,,,
PHASE_4_6933,2018/12/12 20:34:53,12/2018,12,2018,44,2018 Toyota Prius Prime,,,,,,2.82,1,1,3,,,21.21,2,45,0,2,20662.66667,,,,,,,,
PHASE_4_6934,2018/12/12 20:56:22,12/2018,12,2018,44,2018 Nissan Leaf,,,,,,2.78,1,1,3,,,7.13,4,45,0,3,11400,1,,,,,,,
PHASE_4_6935,2018/12/12 20:49:35,12/2018,12,2018,44,2017 Tesla Model S (75 kW-hr battery pack),,,,,175000,2.32,1,1,2,,,44.95,3,35,0,2,37503.2,1,,,,,,,
PHASE_4_6936,,,,,36,2017 Tesla Model 3 Long Range,,,,,,2.61,,,,,,29.43,2,45,0,2,,1,,,,,,,
PHASE_4_6937,,,,,11,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,2,,1,,,,,,,
PHASE_4_6938,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6939,2018/12/13 07:51:14,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,75000,2.77,1,0,4,,,44.19,2,55,0,1,11214,1,,,,,,,
PHASE_4_6940,,,,,17,2017 Honda Clarity EV,,,,,,,,,,,,,4,35,0,2,,1,,,,,,,
PHASE_4_6941,2018/12/12 20:32:42,12/2018,12,2018,44,2017 Volkswagen e-Golf,,,,,125000,-3,1,1,4,,,58.87,5,35,0,2,25000,1,,,,,,,
PHASE_4_6942,,,,,28,2018 Tesla Model 3 Long Range,,,,,,,,,,,,9.25,4,35,1,3,,1,,,,,,,
PHASE_4_6943,2018/12/12 20:06:48,12/2018,12,2018,44,2018 BMW 530e,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6944,2018/12/12 20:28:32,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,50000,2.94,1,1,4,,,11.15,3,65,0,2,10000,,,,,,,,
PHASE_4_6945,,,,,9,2018 BMW 530e,,,,,,,,,,,,,,,,3,,,,,,,,,
PHASE_4_6946,2018/12/12 20:43:56,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,75000,0.62,1,0,3,,,20.44,2,65,1,4,8037.428571,1,,,,,,,
PHASE_4_6947,2018/12/12 21:34:41,12/2018,12,2018,44,2018 Honda Clarity EV,,,,,,-0.04,1,1,4,,,10.46,5,45,0,2,11333.33333,1,,,,,,,
PHASE_4_6948,2018/12/12 20:34:09,12/2018,12,2018,44,2018 Honda Clarity EV,,,,,275000,1.5,1,0,4,,,34.58,5,45,0,3,17076.92308,1,,,,,,,
PHASE_4_6949,2018/12/12 20:28:06,12/2018,12,2018,44,2017 Volkswagen e-Golf,,,,,125000,2.07,0,0,2,,,9,1,35,0,1,10628.57143,1,,,,,,,
PHASE_4_6950,2018/12/12 21:16:46,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,125000,0.01,1,1,3,,,37.72,2,65,0,2,10221.33333,1,,,,,,,
PHASE_4_6951,2018/12/12 20:40:49,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,2.77,1,1,2,,,54.58,4,35,0,2,23878.66667,1,,,,,,,
PHASE_4_6952,,,,,3,2018 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6953,2018/12/12 20:44:41,12/2018,12,2018,44,2017 Tesla Model S AWD - 100D,,,,,175000,0.05,0,0,4,,,45.49,1,55,0,2,14934,1,,,,,,,
PHASE_4_6954,2018/12/12 20:40:37,12/2018,12,2018,44,2017 Audi A3 e-tron,,,,,225000,2.93,1,1,4,,,11.39,4,45,1,2,8400,,,,,,,,
PHASE_4_6955,2018/12/12 21:04:58,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,175000,2.68,1,1,4,,,1.92,2,55,1,2,8057.142857,1,,,,,,,
PHASE_4_6956,2018/12/12 21:35:43,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,275000,2.96,1,1,4,,,9.81,4,45,0,3,15000,1,,,,,,,
PHASE_4_6957,2018/12/12 21:05:00,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,75000,2.3,1,1,2,,,16.87,5,35,1,4,18800,,,,,,,,
PHASE_4_6958,2018/12/12 20:47:45,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,275000,2.99,1,1,4,,,21.57,4,35,0,2,6240,1,,,,,,,
PHASE_4_6959,,,,,17,2018 Tesla Model S P100D,,,,,,,,,,,,,2,55,1,5,,1,,,,,,,
PHASE_4_6960,2018/12/12 21:22:55,12/2018,12,2018,44,2017 Tesla Model S (75 kW-hr battery pack),,,,,275000,2.82,1,1,4,,,40.59,4,55,0,3,11570.57143,1,,,,,,,
PHASE_4_6961,2018/12/12 20:50:52,12/2018,12,2018,44,2018 Fiat 500e,,,,,175000,2.99,1,1,3,,,18.83,2,35,0,3,7000,1,,,,,,,
PHASE_4_6962,2018/12/12 20:56:59,12/2018,12,2018,44,2017 Tesla Model S AWD - 75D,,,,,325000,2.69,1,1,4,,,27.34,2,45,0,2,18545.45455,1,,,,,,,
PHASE_4_6963,2018/12/12 21:56:01,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,500000,2.84,1,1,4,,,19.85,3,35,1,3,20307.69231,1,,,,,,,
PHASE_4_6964,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6965,2018/12/12 21:09:25,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,125000,2.14,0,1,3,,,17.47,5,45,0,2,11086.15385,1,,,,,,,
PHASE_4_6966,2018/12/12 21:02:53,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,75000,1.41,1,1,2,,,115.27,2,35,0,1,14167.63636,1,,,,,,,
PHASE_4_6968,,,,,28,2017 Chevrolet Bolt EV,,,,,,,,,,,,11.31,3,35,1,2,,1,,,,,,,
PHASE_4_6969,2018/12/12 21:17:06,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,275000,2.77,1,1,4,,,17.22,4,55,0,3,13285.71429,,,,,,,,
PHASE_4_6970,2018/12/12 21:16:01,12/2018,12,2018,44,2018 Tesla Model S 75D,,,,,225000,2.92,1,1,4,,,27.34,6,45,1,4,,1,,,,,,,
PHASE_4_6971,2018/12/12 21:06:08,12/2018,12,2018,44,2017 Tesla Model 3 Long Range,,,,,75000,0.06,0,0,3,,,10.5,1,25,0,1,6825,1,,,,,,,
PHASE_4_6972,2018/12/12 21:22:55,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,125000,2.88,1,1,4,,,3.7,2,65,1,1,8881.714286,1,,,,,,,
PHASE_4_6973,2018/12/12 21:04:08,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,75000,1.26,0,0,4,,,23.24,1,35,1,1,12035.07692,1,,,,,,,
PHASE_4_6974,2018/12/12 22:08:59,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,125000,0.3,0,0,4,,,12.36,2,45,0,3,6681.230769,1,,,,,,,
PHASE_4_6975,2018/12/12 21:08:02,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_6976,2018/12/12 21:17:09,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,2.75,1,1,3,,,130.07,3,35,0,2,26666.66667,1,,,,,,,
PHASE_4_6977,,,,,41,2017 Honda Clarity EV,,,,,,-3,,,,,,,4,35,1,2,,1,,,,,,,
PHASE_4_6979,2018/12/12 21:25:31,12/2018,12,2018,44,2017 Hyundai Ioniq Electric,,,,,125000,-2.74,1,1,3,,,7.11,2,55,0,2,15810,1,,,,,,,
PHASE_4_6980,,,,,28,2018 Ford Fusion Energi Plug-in Hybrid,,,,,,,,,,,,36.31,5,55,0,2,,,,,,,,,
PHASE_4_6981,2018/12/12 21:26:10,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,225000,0.05,1,1,3,,,14.77,5,55,0,4,11445.6,1,,,,,,,
PHASE_4_6982,,,,,3,2018 Honda Clarity Plug-in Hybrid,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6983,2018/12/12 21:54:41,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,125000,0.28,1,0,4,,,9.82,2,25,0,2,11265,,,,,,,,
PHASE_4_6984,,,,,3,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_6985,2018/12/15 15:11:54,12/2018,12,2018,44,2017 Volkswagen e-Golf,,,,,225000,2.44,1,1,3,,,18.16,2,65,0,3,9230.769231,1,,,,,,,
PHASE_4_6986,2018/12/12 21:47:17,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,125000,-1.37,1,1,4,,,21.42,3,35,0,2,20361,,,,,,,,
PHASE_4_6987,2018/12/12 21:45:24,12/2018,12,2018,44,2018 Chrysler Pacifica Hybrid,,,,,325000,2.87,1,1,4,,,7.81,4,45,0,3,9500,,,,,,,,
PHASE_4_6988,2018/12/12 21:26:59,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,75000,1.95,1,1,4,,,1.34,2,35,0,4,3600,1,,,,,,,
PHASE_4_6990,2018/12/12 21:45:59,12/2018,12,2018,44,2017 Tesla Model S (75 kW-hr battery pack),,,,,125000,,1,1,4,,,3.65,2,75,0,2,4800,1,,,,,,,
PHASE_4_6991,2018/12/12 21:44:43,12/2018,12,2018,44,2018 Honda Clarity Plug-in Hybrid,,,,,50000,,1,1,2,,,1.72,2,75,1,2,,,,,,,,,
PHASE_4_6992,2018/12/12 22:26:15,12/2018,12,2018,44,2018 Tesla Model X 100D,,,,,175000,-3,1,1,4,,,112.49,2,65,0,3,9221.333333,1,,,,,,,
PHASE_4_6993,,,,,3,2018 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_6994,,,,,3,2017 Kia Soul Electric,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_6995,2018/12/12 23:55:55,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,125000,0.15,1,0,3,,,9.29,3,65,0,4,10063.63636,1,,,,,,,
PHASE_4_6996,2018/12/12 22:19:34,12/2018,12,2018,44,2017 Tesla Model X AWD - 75D,,,,,125000,2.82,1,1,4,,,1.98,1,75,0,1,11248,1,,,,,,,
PHASE_4_6997,2018/12/12 21:55:27,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,125000,1.59,1,1,3,,,5.02,3,45,1,2,11177.45455,1,,,,,,,
PHASE_4_6998,2018/12/12 21:56:39,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,175000,1.4,1,1,3,,,50.78,2,65,0,2,20470.8,,,,,,,,
PHASE_4_6999,2018/12/13 10:02:25,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,175000,2.8,1,0,4,,,23.41,2,65,0,3,5790,1,,,,,,,
PHASE_4_7001,2018/12/12 21:27:09,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7002,,,,,28,2018 Tesla Model X 75D,,,,,,,,,,,,26.8,2,45,0,2,,1,,,,,,,
PHASE_4_7003,2018/12/12 21:50:45,12/2018,12,2018,44,2018 Chrysler Pacifica Hybrid,,,,,125000,1.27,1,1,4,,,9.71,6,45,1,2,14614.28571,,,,,,,,
PHASE_4_7004,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7005,2018/12/12 22:09:11,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,275000,1.37,1,1,4,,,16,3,65,0,3,6700,1,,,,,,,
PHASE_4_7006,2018/12/12 21:54:08,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,75000,,1,1,3,,,3.02,5,45,1,2,3333.333333,,,,,,,,
PHASE_4_7007,2018/12/12 21:32:39,12/2018,12,2018,44,2018 Tesla Model S 75D,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7008,2018/12/12 22:01:59,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,,0.02,1,1,4,,,18.68,4,55,1,3,11000,1,,,,,,,
PHASE_4_7009,2018/12/12 21:51:55,12/2018,12,2018,44,2018 Honda Clarity Plug-in Hybrid,,,,,225000,-3,1,1,4,,,14.2,2,45,0,2,9750,,,,,,,,
PHASE_4_7010,2018/12/12 21:59:10,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,225000,2.92,1,1,3,,,4.71,1,55,0,2,7026.461538,1,,,,,,,
PHASE_4_7011,2018/12/12 22:20:50,12/2018,12,2018,44,2019 Hyundai Ioniq Plug-in Hybrid,,,,,275000,2.66,1,1,4,,,,4,55,1,2,,,,,,,,,
PHASE_4_7012,2018/12/12 22:46:21,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,175000,-0.28,0,1,4,,,37.22,4,45,0,2,9600,,,,,,,,
PHASE_4_7013,2018/12/12 21:56:17,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7014,2018/12/12 22:21:17,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,225000,2.24,1,0,4,,,3.65,2,35,1,3,13333.33333,,,,,,,,
PHASE_4_7015,,,,,24,2018 BMW i3 (94Ah) with Range Extender,,,,,,,,,,,,17.64,2,25,1,2,,,,,,,,,
PHASE_4_7016,,,,,3,2017 Tesla Model X AWD - 100D,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7017,2018/12/12 22:30:26,12/2018,12,2018,44,2017 Kia Optima Plug-in Hybrid,,,,,175000,0.2,1,1,4,,,34.99,3,35,0,3,20307.69231,,,,,,,,
PHASE_4_7018,,,,,35,2018 Chevrolet Volt,,,,,,1.35,,,,,,19.04,1,55,0,1,,,,,,,,,
PHASE_4_7019,,,,,38,2018 Nissan Leaf,,,,,,3,,,,,,8.56,5,55,0,4,,1,,,,,,,
PHASE_4_7020,2018/12/12 22:44:01,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,125000,2.95,1,0,3,,,1.9,5,55,0,3,22200,1,,,,,,,
PHASE_4_7021,,,,,28,2017 Toyota Prius Prime,,,,,,,,,,,,35.69,1,45,0,1,,,,,,,,,
PHASE_4_7022,2018/12/12 23:03:03,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,175000,2.75,1,1,4,,,4.59,2,55,1,4,14772,1,,,,,,,
PHASE_4_7023,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7024,2018/12/12 23:02:43,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,2.36,1,0,3,,,19.35,3,35,0,3,22933.33333,1,,,,,,,
PHASE_4_7025,,,,,7,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7026,2018/12/12 23:11:08,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,275000,2.09,0,0,4,,,8.07,2,35,1,2,13500,,,,,,,,
PHASE_4_7027,,,,,28,2018 Chevrolet Volt,,,,,,,,,,,,10.86,1,45,1,1,,,,,,,,,
PHASE_4_7028,2018/12/13 00:08:09,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,,2.09,1,1,,,,16.82,2,45,0,2,12300,,,,,,,,
PHASE_4_7029,,,,,28,2017 Chevrolet Bolt EV,,,,,,,,,,,,2.85,3,35,0,2,,1,,,,,,,
PHASE_4_7030,2018/12/12 22:49:11,12/2018,12,2018,44,2018 Tesla Model X P100D,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7031,2018/12/17 13:34:03,12/2018,12,2018,44,2018 Tesla Model 3 Long Range  AWD,,,,,175000,-3,1,1,3,,,53.13,5,35,0,3,20000,1,,,,,,,
PHASE_4_7032,,,,,38,2018 Chrysler Pacifica Hybrid,,,,,,1.39,,,,,,28.34,4,35,1,2,,,,,,,,,
PHASE_4_7033,2018/12/12 22:51:38,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7034,2018/12/12 23:15:12,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,175000,2.83,1,1,3,,,10.36,2,65,0,2,7160,1,,,,,,,
PHASE_4_7036,2018/12/12 23:36:29,12/2018,12,2018,44,2017 Volkswagen e-Golf,,,,,125000,0.61,1,0,4,,,9.13,5,45,0,2,9750,1,,,,,,,
PHASE_4_7037,2018/12/12 23:39:47,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,-2.69,1,1,3,,,9.57,4,55,0,5,15249.33333,1,,,,,,,
PHASE_4_7038,2018/12/12 23:51:00,12/2018,12,2018,44,2017 Tesla Model X AWD - 100D,,,,,325000,2.48,1,1,3,,,18.71,4,45,0,2,19058.82353,1,,,,,,,
PHASE_4_7039,2018/12/12 23:51:06,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,125000,2.84,1,1,3,,,10.63,4,45,1,3,11740,1,,,,,,,
PHASE_4_7040,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7041,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7042,2018/12/12 23:47:21,12/2018,12,2018,44,2017 smart fortwo electric drive coupe,,,,,275000,1.54,0,0,2,,,3.64,2,45,0,2,2500,1,,,,,,,
PHASE_4_7043,,,,,12,2018 Tesla Model 3 Long Range,,,,,,,,,,,,,4,,0,3,,1,,,,,,,
PHASE_4_7044,,,,,41,2017 Fiat 500e,,,,,,2.84,,,,,,19.31,4,55,0,3,,1,,,,,,,
PHASE_4_7045,2018/12/12 23:38:42,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,75000,2.99,0,,3,,,31.57,4,25,0,3,18000,,,,,,,,
PHASE_4_7046,2018/12/13 00:13:31,12/2018,12,2018,44,2017 Tesla Model X AWD - 75D,,,,,75000,-1.56,0,0,4,,,17.49,4,55,0,2,14470.58824,1,,,,,,,
PHASE_4_7047,2018/12/12 23:53:29,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,75000,-3,1,1,3,,,61.95,4,35,0,2,28000,1,,,,,,,
PHASE_4_7048,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7049,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7050,2018/12/13 00:03:55,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,325000,-0.9,1,0,3,,,10.78,2,25,0,3,5076.923077,1,,,,,,,
PHASE_4_7051,,,,,27,2017 Tesla Model 3 Long Range,,,,,,,,,,,,4.84,2,25,0,3,,1,,,,,,,
PHASE_4_7052,2018/12/13 10:12:53,12/2018,12,2018,44,2018 Honda Clarity Plug-in Hybrid,,,,,75000,2.07,1,1,3,,,4.89,2,75,0,2,5010,,,,,,,,
PHASE_4_7053,2018/12/12 23:58:22,12/2018,12,2018,44,2018 Honda Clarity Plug-in Hybrid,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7054,,,,,17,2018 Tesla Model 3 Long Range,,,,,,,,,,,,,3,45,0,2,,1,,,,,,,
PHASE_4_7055,2018/12/13 01:13:06,12/2018,12,2018,44,2018 Hyundai Ioniq Plug-in Hybrid,,,,,75000,0.37,0,1,2,,,22.3,2,45,0,3,17400,,,,,,,,
PHASE_4_7056,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7057,2018/12/13 01:20:20,12/2018,12,2018,44,2018 Kia Soul Electric,,,,,175000,2.8,0,0,4,,,15.09,2,25,0,1,8400,1,,,,,,,
PHASE_4_7058,,,,,17,2017 Tesla Model S (75 kW-hr battery pack),,,,,,,,,,,,,3,35,0,2,,1,,,,,,,
PHASE_4_7059,2018/12/13 02:25:27,12/2018,12,2018,44,2018 BMW i3 (94Ah) with Range Extender,,,,,125000,2.97,1,1,3,,,2.43,2,65,0,2,9629.333333,,,,,,,,
PHASE_4_7060,2018/12/13 02:46:20,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,175000,2.62,1,0,2,,,11.31,4,35,0,5,18184.61538,,,,,,,,
PHASE_4_7061,,,,,12,2017 Honda Clarity EV,,,,,,,,,,,,,2,35,0,1,,1,,,,,,,
PHASE_4_7062,2018/12/13 11:41:53,12/2018,12,2018,44,2017 Toyota Prius Prime,,,,,125000,2.94,1,1,2,,,17.32,3,45,1,2,22864.8,,,,,,,,
PHASE_4_7063,,,,,29,2017 Tesla Model X AWD - 75D,,,,,,,,,,,,2,2,65,0,2,,1,,,,,,,
PHASE_4_7064,2018/12/13 05:33:14,12/2018,12,2018,44,2018 Honda Clarity Plug-in Hybrid,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7065,,,,,3,2018 BMW 530e,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7066,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7067,2018/12/13 07:11:48,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,3,1,0,3,,,8.81,4,35,0,1,13332,1,,,,,,,
PHASE_4_7068,2018/12/13 07:13:51,12/2018,12,2018,44,2017 BMW i3 REX  (94 Amp-hour battery),,,,,,2.01,1,1,4,,,16.82,2,55,0,2,9230.769231,,,,,,,,
PHASE_4_7070,,,,,43,2018 Tesla Model 3 Long Range,,,,,175000,2.98,1,1,3,,,23.65,2,45,0,3,,1,,,,,,,
PHASE_4_7071,,,,,3,2017 Tesla Model S AWD - 100D,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7072,2018/12/14 14:54:03,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,125000,2.97,1,1,4,,,6.42,2,65,0,2,3670.5,1,,,,,,,
PHASE_4_7073,2018/12/13 07:22:52,12/2018,12,2018,44,2018 Nissan Leaf,,,,,,2.85,1,1,4,,,33.96,4,45,0,3,19866.66667,1,,,,,,,
PHASE_4_7074,2018/12/16 15:35:20,12/2018,12,2018,44,2018 Chevrolet Bolt EV,,,,,125000,2.2,0,0,4,,,81.15,2,45,0,1,40666.66667,1,,,,,,,
PHASE_4_7076,2018/12/13 08:14:46,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,225000,2.97,1,1,4,,,25.26,2,65,0,2,17409,1,,,,,,,
PHASE_4_7077,2018/12/13 08:04:04,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,225000,2.79,1,0,3,,,3.38,4,55,0,5,6573,1,,,,,,,
PHASE_4_7078,,,,,30,2017 Tesla Model 3 Long Range,,,,,,,,,,,,6.31,2,35,1,2,,1,,,,,,,
PHASE_4_7079,2018/12/13 08:34:27,12/2018,12,2018,44,2018 Honda Clarity EV,,,,,75000,2.93,1,1,3,,,6.29,2,75,0,2,6080,1,,,,,,,
PHASE_4_7080,,,,,38,2018 Chevrolet Volt,,,,,,2.99,,,,,,21.59,2,45,0,1,,,,,,,,,
PHASE_4_7081,2018/12/13 08:47:49,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,125000,2.98,1,1,3,,,,2,55,0,2,19924,1,,,,,,,
PHASE_4_7082,,,,,4,2017 Volkswagen e-Golf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7083,2018/12/13 08:17:10,12/2018,12,2018,44,-1 -1 -1,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7084,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7085,2018/12/13 08:21:43,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7088,,,,,3,2017 Fiat 500e,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_4_7089,2018/12/13 09:20:16,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,2.99,1,1,3,,,2.5,5,55,0,4,16110,1,,,,,,,
PHASE_4_7090,2018/12/13 08:42:36,12/2018,12,2018,44,2018 Ford Fusion Energi Plug-in Hybrid,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7091,2018/12/13 09:42:36,12/2018,12,2018,44,2018 Toyota Prius Prime,,,,,75000,0.36,1,1,4,,,,2,65,1,4,21552,,,,,,,,
PHASE_4_7092,2018/12/13 09:12:34,12/2018,12,2018,44,2017 Chevrolet Bolt EV,,,,,125000,2.93,1,0,3,,,24.75,2,25,0,2,11800,1,,,,,,,
PHASE_4_7093,2018/12/13 08:58:12,12/2018,12,2018,44,2017 Honda Clarity EV,,,,,125000,,1,1,2,,,30.72,2,35,0,3,20727.27273,1,,,,,,,
PHASE_4_7094,2018/12/14 09:58:11,12/2018,12,2018,44,2017 Kia Soul Electric,,,,,275000,1.17,1,1,4,,,20.85,5,55,0,3,9800,1,,,,,,,
PHASE_4_7095,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7096,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_4_7097,2018/12/13 09:28:59,12/2018,12,2018,44,2018 Tesla Model 3 Long Range,,,,,175000,1.51,1,1,4,,,8.82,3,45,0,2,8000,1,,,,,,,
PHASE_4_7098,2018/12/13 09:46:10,12/2018,12,2018,44,2018 Chevrolet Volt,,,,,75000,2.72,1,1,4,,,17.07,2,65,1,2,7794.666667,,,,,,,,
